CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ARTICOLO;DESCRIZIONE;IMBALLO;QUANTITA;UMGEST;PREZZOUNITLORDOEURO;SCONTIESTESI;IVA;PREZZOUNITNETTOEURO;DATACONSEGNA;TOTLORDORIGAEURO;TOTNETTORIGAEURO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;ANNOTAZIONI;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;IDTESTA;IDRIGA;EXPORTCRM;IDTESTARP;IDRIGARP
C   627;PROCHEM SAS DI L.CHIOSI;;NULL;DCG/2016/42;DDT Campionatura Cliente;42;2016-02-17 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2015-12-10 00:00:00.000;.0000;.0000;2016;DCG;42;;2016-02-17 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;BLUEBERRY SRL STRADA CONSORTILE ASI MARCIANISE CE;NULL;409320;2;1;403094;1
C   408;SABO FOAM SRL;;NULL;DCG/2016/44;DDT Campionatura Cliente;44;2016-02-17 00:00:00.000;20517#000XXX;ZETESOL LES 2/SL;NULL;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-07 00:00:00.000;.0000;.0000;2016;DCG;44;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;NULL;409322;2;1;404608;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/45;DDT Campionatura Cliente;45;2016-02-17 00:00:00.000;20280#000XXX;LUMOROL HQB;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-08 00:00:00.000;.0000;.0000;2016;DCG;45;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;CAT CHIMICA  LOC. LA VILLA - 44 SUGREMARO COMPIANO PR;NULL;409324;2;1;404757;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/45;DDT Campionatura Cliente;45;2016-02-17 00:00:00.000;20415#000XXX;SULFETAL PLE;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-08 00:00:00.000;.0000;.0000;2016;DCG;45;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;CAT CHIMICA  LOC. LA VILLA - 44 SUGREMARO COMPIANO PR;NULL;409324;3;1;404757;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/46;DDT Campionatura Cliente;46;2016-02-17 00:00:00.000;20275#000XXX;PROTELAN NMF;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-08 00:00:00.000;.0000;.0000;2016;DCG;46;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;UNION COSMETICS SRL VIA FOCE CESANO 4/9 SENIGALLIA AN;NULL;409325;2;1;404759;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/47;DDT Campionatura Cliente;47;2016-02-17 00:00:00.000;20214#000XXX;LUMOROL 52/P;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-08 00:00:00.000;.0000;.0000;2016;DCG;47;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;ALBERTI ANGELO VIA I° MAGGIO ZI OZZANO DELL'EMILIA BO;NULL;409326;2;1;404762;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/49;DDT Campionatura Cliente;49;2016-02-17 00:00:00.000;20500#000XXX;ZETESOL ZN;NULL;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-08 00:00:00.000;.0000;.0000;2016;DCG;49;;2016-02-17 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;GSM CHEMICALS SRL VIA CIMAROSA, 2 SANTA CROCE SULL'ARNO (STAFFOLI) PI;NULL;409328;2;1;404730;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/50;DDT Campionatura Cliente;50;2016-02-17 00:00:00.000;11040;ALCOOL C12 C14;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;50;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;ELEY SRL VIA G. DI VITTORIO 11 CADRIANO DI GRANAROLO DELL'EMILIA  BO;NULL;409330;2;1;404900;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/51;DDT Campionatura Cliente;51;2016-02-17 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;51;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;GIMAC SRL VIA LARGA 44 MISANO ADRIATICO RN;NULL;409331;2;1;404910;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/51;DDT Campionatura Cliente;51;2016-02-17 00:00:00.000;20053#243XXX;PROTELAN AGE;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;51;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;GIMAC SRL VIA LARGA 44 MISANO ADRIATICO RN;NULL;409331;3;1;404910;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/52;DDT Campionatura Cliente;52;2016-02-17 00:00:00.000;20385#114XXX;SULFETAL CS - E;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;52;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;DECO INDUSTRIE S. COOP. P.A. VIA CADUTI DEL LAVORO 2 BAGNACAVALLO RA;NULL;409332;2;1;404903;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/53;DDT Campionatura Cliente;53;2016-02-17 00:00:00.000;20265#000XXX;PURTON CFD;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-12 00:00:00.000;.0000;.0000;2016;DCG;53;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;BAREX  ITALIANA SRL VIA GRAZIA 11 ZOLA PEDROSA  BO;NULL;409334;2;1;405045;1
C  2786;A.G. WONDER SRL;;NULL;DCG/2016/54;DDT Campionatura Cliente;54;2016-02-17 00:00:00.000;20247#000XXX;PROTELAN AGL/95;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2015-12-09 00:00:00.000;.0000;.0000;2016;DCG;54;;2016-02-17 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;NULL;409335;2;1;402884;1
C  2786;A.G. WONDER SRL;;NULL;DCG/2016/54;DDT Campionatura Cliente;54;2016-02-17 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2015-12-09 00:00:00.000;.0000;.0000;2016;DCG;54;;2016-02-17 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;NULL;409335;3;1;402884;2
C  2786;A.G. WONDER SRL;;NULL;DCG/2016/54;DDT Campionatura Cliente;54;2016-02-17 00:00:00.000;43141;PROTELAN ID/R;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2015-12-09 00:00:00.000;.0000;.0000;2016;DCG;54;;2016-02-17 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;;NULL;409335;4;1;402884;3
C  1643;ABICH SRL TECNOPARCO LAGO MAGGIORE;;NULL;DCG/2016/55;DDT Campionatura Cliente;55;2016-02-17 00:00:00.000;20053#243XXX;PROTELAN AGE;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;55;;2016-02-17 00:00:00.000;;FRANCO DESTINO;NULL;NULL;NULL;LABORATORI VIA QUARANTADUE MARTIRI  213/B Verbania VB;NULL;409336;2;1;404919;1
C  1643;ABICH SRL TECNOPARCO LAGO MAGGIORE;;NULL;DCG/2016/55;DDT Campionatura Cliente;55;2016-02-17 00:00:00.000;43003;ALCOOL CETILICO C16;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;55;;2016-02-17 00:00:00.000;;FRANCO DESTINO;NULL;NULL;NULL;LABORATORI VIA QUARANTADUE MARTIRI  213/B Verbania VB;NULL;409336;3;1;404919;3
C  1643;ABICH SRL TECNOPARCO LAGO MAGGIORE;;NULL;DCG/2016/56;DDT Campionatura Cliente;56;2016-02-17 00:00:00.000;20053#243XXX;PROTELAN AGE;NULL;.700;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;56;;2016-02-17 00:00:00.000;;FRANCO DESTINO;NULL;NULL;NULL;;NULL;409337;2;1;404920;1
C  1643;ABICH SRL TECNOPARCO LAGO MAGGIORE;;NULL;DCG/2016/56;DDT Campionatura Cliente;56;2016-02-17 00:00:00.000;43003;ALCOOL CETILICO C16;NULL;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;56;;2016-02-17 00:00:00.000;;FRANCO DESTINO;NULL;NULL;NULL;;NULL;409337;3;1;404920;3
C    87;ARTSANA SPA;;NULL;DCG/2016/57;DDT Campionatura Cliente;57;2016-02-17 00:00:00.000;20207#241XXX;PROTELAN LS/9011;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2015-11-18 00:00:00.000;.0000;.0000;2016;DCG;57;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;ARTSANA SPA - UP14 VIA MARCONI, 1 GESSATE MI;NULL;409339;2;1;400759;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/58;DDT Campionatura Cliente;58;2016-02-17 00:00:00.000;43082;ZETEMULS COH 40/95;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2015-12-09 00:00:00.000;.0000;.0000;2016;DCG;58;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;NULL;409341;2;1;402893;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/58;DDT Campionatura Cliente;58;2016-02-17 00:00:00.000;20522#112XXX;ZETESOL MG/B;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-14 00:00:00.000;.0000;.0000;2016;DCG;58;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;NULL;409341;6;1;405365;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/58;DDT Campionatura Cliente;58;2016-02-17 00:00:00.000;20493#000XXX;ZETEMOL AL;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-15 00:00:00.000;.0000;.0000;2016;DCG;58;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;NULL;409341;10;1;405441;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/58;DDT Campionatura Cliente;58;2016-02-17 00:00:00.000;20355#112XXX;SULFETAL LA B -E;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-15 00:00:00.000;.0000;.0000;2016;DCG;58;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;NULL;409341;14;1;405443;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/58;DDT Campionatura Cliente;58;2016-02-17 00:00:00.000;20523#072XXX;ZETESOL MGS-FS;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-15 00:00:00.000;.0000;.0000;2016;DCG;58;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;NULL;409341;15;1;405443;2
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/59;DDT Campionatura Cliente;59;2016-02-17 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;59;;2016-02-17 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;PHI 1,618 DI STEFANO BUCCI VIA ZANNONI, 15 SAN CASCIANO IN VAL DI PESA (SAN PANCRAZIO) FI;NULL;409342;2;1;404907;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/61;DDT Campionatura Cliente;61;2016-02-17 00:00:00.000;43207;T-QUAT 7;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2015-12-11 00:00:00.000;.0000;.0000;2016;DCG;61;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;SISTEM SRL VIA MODENA 21 SANT'AGATA BOLOGNESE BO;NULL;409345;2;1;403235;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/63;DDT Campionatura Cliente;63;2016-02-17 00:00:00.000;11529;ZUSOLAT 1004;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;63;;2016-02-17 00:00:00.000;;NULL;NULL;NULL;NULL;PARISIENNE  ITALIA SRL VIA DI CORTICELLA 190-190/2 BOLOGNA BO;72331;409347;2;1;404914;1
C   290;FAIRNESS S.R.L.;;NULL;DCG/2016/64;DDT Campionatura Cliente;64;2016-02-17 00:00:00.000;20516#000XXX;ZETESOL LES 2/C;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-11 00:00:00.000;.0000;.0000;2016;DCG;64;;2016-02-17 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72332;409348;2;1;404980;1
C   294;CISME ITALY SRL;;NULL;DCG/2016/65;DDT Campionatura Cliente;65;2016-02-18 00:00:00.000;20247#000XXX;PROTELAN AGL/95;NULL;2.000;KG;.000000;;NON IMP.ART.8 II COMMA;.000000;2016-02-17 00:00:00.000;.0000;.0000;2016;DCG;65;;2016-02-18 00:00:00.000;;EXW TRICERRO;RIC.BANC.90 GG DF FM;NULL;NULL;;72455;409599;2;1;409288;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/66;DDT Campionatura Cliente;66;2016-02-18 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-17 00:00:00.000;.0000;.0000;2016;DCG;66;;2016-02-18 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;IDEA ALCHEMICA SRL VIA DELL'ABETE, 9/11 CASTELFRANCO DI SOTTO PI;72456;409600;2;1;409231;1
C  1656;DOTT.SSA D'ADDARIO CARMELA;;NULL;DCG/2016/67;DDT Campionatura Cliente;67;2016-02-18 00:00:00.000;20300#264XXX;SETACIN 103/SPEZIAL NP;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-17 00:00:00.000;.0000;.0000;2016;DCG;67;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;;72460;409602;2;1;409237;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/68;DDT Campionatura Cliente;68;2016-02-18 00:00:00.000;32020;AMPHOTENSID EH;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-17 00:00:00.000;.0000;.0000;2016;DCG;68;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;ORSI SRL VIA G. BASSI 22 ZONA IND. RIOLO SAN VINCENZO DI GALLIERA  BO;72465;409606;2;1;409310;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/69;DDT Campionatura Cliente;69;2016-02-18 00:00:00.000;20182#000XXX;PEARLAGENT 2000/I;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-15 00:00:00.000;.0000;.0000;2016;DCG;69;;2016-02-18 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;EBLA S.A.S. VIA DELLE FORNACI, 37 BORGO SAN LORENZO FI;72466;409607;2;1;408826;1
C    87;ARTSANA SPA;;NULL;DCG/2016/70;DDT Campionatura Cliente;70;2016-02-18 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-16 00:00:00.000;.0000;.0000;2016;DCG;70;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;ARTSANA SPA - UP14 VIA MARCONI, 1 GESSATE MI;72467;409608;2;1;409099;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/71;DDT Campionatura Cliente;71;2016-02-18 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-16 00:00:00.000;.0000;.0000;2016;DCG;71;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;B & C SRL VIA C. MONTEVERDI 47/49/51 Forlì FC;72468;409609;2;1;409114;1
C   866;ICAM SRL;;NULL;DCG/2016/72;DDT Campionatura Cliente;72;2016-02-18 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-16 00:00:00.000;.0000;.0000;2016;DCG;72;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;;72469;409610;2;1;409086;1
C  2661;KOMIS SRL;;NULL;DCG/2016/73;DDT Campionatura Cliente;73;2016-02-18 00:00:00.000;20269#000XXX;PURTON CFM/F;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-15 00:00:00.000;.0000;.0000;2016;DCG;73;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;;72471;409612;2;1;408865;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/74;DDT Campionatura Cliente;74;2016-02-18 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-12 00:00:00.000;.0000;.0000;2016;DCG;74;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;MADEL VIA E. TORRICELLI 3 COTIGNOLA  RA;72472;409613;2;1;408753;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/74;DDT Campionatura Cliente;74;2016-02-18 00:00:00.000;20553#095XXX;ZETESOL 270/N A PH ALTO;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-12 00:00:00.000;.0000;.0000;2016;DCG;74;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;MADEL VIA E. TORRICELLI 3 COTIGNOLA  RA;72472;409613;3;1;408753;2
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/75;DDT Campionatura Cliente;75;2016-02-18 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-15 00:00:00.000;.0000;.0000;2016;DCG;75;;2016-02-18 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;T & C SRL PRODOTTI OSPEDALIERI VIA BRODOLINI ELLERA DI CORCIANO PG;72473;409614;2;1;408864;1
C  2016;BREGAGLIO PERSONAL CARE SRL;;NULL;DCG/2016/76;DDT Campionatura Cliente;76;2016-02-18 00:00:00.000;20237#000XXX;PROTELAN AG 11;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;76;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;72474;409615;2;1;408272;1
C  2016;BREGAGLIO PERSONAL CARE SRL;;NULL;DCG/2016/76;DDT Campionatura Cliente;76;2016-02-18 00:00:00.000;20240#000XXX;PROTELAN AG 8;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;76;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;72474;409615;3;1;408272;2
C  2016;BREGAGLIO PERSONAL CARE SRL;;NULL;DCG/2016/76;DDT Campionatura Cliente;76;2016-02-18 00:00:00.000;20258#000XXX;PROTELAN ENS;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;76;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;72474;409615;4;1;408272;3
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/77;DDT Campionatura Cliente;77;2016-02-18 00:00:00.000;20275#000XXX;PROTELAN NMF;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;77;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72477;409616;2;1;408466;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/77;DDT Campionatura Cliente;77;2016-02-18 00:00:00.000;20235#000XXX;PROTELAN 1430;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;77;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72477;409616;3;1;408466;2
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/77;DDT Campionatura Cliente;77;2016-02-18 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;77;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72477;409616;4;1;408466;3
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/77;DDT Campionatura Cliente;77;2016-02-18 00:00:00.000;20493#000XXX;ZETEMOL AL;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;77;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72477;409616;5;1;408466;4
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/77;DDT Campionatura Cliente;77;2016-02-18 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;77;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72477;409616;6;1;408466;5
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/78;DDT Campionatura Cliente;78;2016-02-18 00:00:00.000;32012;AMPHOTENSID CCF;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-11 00:00:00.000;.0000;.0000;2016;DCG;78;;2016-02-18 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;LAPI CHIMICI SRL VIA CASSIA LOC. MONTE SAN SAVINO MONTAGNANO AR;72478;409617;2;1;408629;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/79;DDT Campionatura Cliente;79;2016-02-18 00:00:00.000;32467;PROPETAL 130;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-11 00:00:00.000;.0000;.0000;2016;DCG;79;;2016-02-18 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;ALANCHIM SRL VIA DELL'ACERO, 16 CASTELFRANCO DI SOTTO PI;72481;409619;2;1;408642;1
C   627;PROCHEM SAS DI L.CHIOSI;;NULL;DCG/2016/80;DDT Campionatura Cliente;80;2016-02-18 00:00:00.000;20211#000XXX;LUMOROL 54/SPEZIAL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;80;;2016-02-18 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;LAVANDERIA JONICA TINTURE VIA MARCO PACUVIO, 15 TARANTO TA;72482;409620;2;1;408479;1
C   627;PROCHEM SAS DI L.CHIOSI;;NULL;DCG/2016/80;DDT Campionatura Cliente;80;2016-02-18 00:00:00.000;20274#000XXX;LUMOROL HSC;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-10 00:00:00.000;.0000;.0000;2016;DCG;80;;2016-02-18 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;LAVANDERIA JONICA TINTURE VIA MARCO PACUVIO, 15 TARANTO TA;72482;409620;3;1;408479;2
C  2822;RED OF VIEW SRL;;NULL;DCG/2016/81;DDT Campionatura Cliente;81;2016-02-18 00:00:00.000;43126;GALASTER EL 98.5;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-12 00:00:00.000;.0000;.0000;2016;DCG;81;;2016-02-18 00:00:00.000;;FRANCO DESTINO;NULL;NULL;NULL;;72484;409622;2;1;408717;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/82;DDT Campionatura Cliente;82;2016-02-18 00:00:00.000;20194#272XXX;FLEROGUM K/38;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-29 00:00:00.000;.0000;.0000;2016;DCG;82;;2016-02-18 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;NUNCAS ITALIA SPA VIA G. DI VITTORIO 43 MAZZO DI RHO  MI;72485;409623;2;1;407219;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/83;DDT Campionatura Cliente;83;2016-02-18 00:00:00.000;20265#000XXX;PURTON CFD;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;83;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;BIOCHIMICA SRL VIA ROMA 49 ZOLA PEDROSA BO;72486;409624;2;1;408329;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/83;DDT Campionatura Cliente;83;2016-02-18 00:00:00.000;20266#000XXX;PURTON CM/20;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;83;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;BIOCHIMICA SRL VIA ROMA 49 ZOLA PEDROSA BO;72486;409624;3;1;408329;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/84;DDT Campionatura Cliente;84;2016-02-18 00:00:00.000;20060#000XXX;AMPHOTENSID DMOX;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;84;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;ITALCHIM SRL VIA DEL MOBILIERE 14 ZI ROVERI BOLOGNA BO;72487;409625;2;1;408331;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/84;DDT Campionatura Cliente;84;2016-02-18 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-02-09 00:00:00.000;.0000;.0000;2016;DCG;84;;2016-02-18 00:00:00.000;;NULL;NULL;NULL;NULL;ITALCHIM SRL VIA DEL MOBILIERE 14 ZI ROVERI BOLOGNA BO;72487;409625;3;1;408331;2
